,loss,val_loss
0,0.10640107840299606,0.10809430480003357
1,0.06123455986380577,0.0022459947504103184
2,0.02003636211156845,0.013491465710103512
3,0.012125627137720585,0.0021694572642445564
4,0.005491840653121471,0.002282531000673771
5,0.003710474120453,0.010197749361395836
6,0.003409206634387374,0.003909579943865538
7,0.003122530411928892,0.0026238877326250076
8,0.0030426678713411093,0.002111273119226098
9,0.002703131875023246,0.002217237837612629
10,0.0026253731921315193,0.0016886228695511818
11,0.0025203898549079895,0.0017165426397696137
12,0.0026516441721469164,0.002860561478883028
13,0.0028806650079786777,0.004533752333372831
14,0.002703628037124872,0.0035368171520531178
15,0.002911774441599846,0.0016136381309479475
16,0.0025065173394978046,0.0017591525102034211
17,0.0024090460501611233,0.0019331211224198341
18,0.00262639787979424,0.0015940062003210187
19,0.002383084734901786,0.001938641769811511
